title,page,published_on,source_url,archive_url,archive_timestamp,country,key,publication_title,new_pub_id
"Military Can Tackle Internal Security Challenges, Says GOC",,2011-11-14,http://www.vanguardngr.com/2011/11/military-can-tackle-internal-security-challenges-says-goc/,https://web.archive.org/web/20111114210944/http://www.vanguardngr.com/2011/11/military-can-tackle-internal-security-challenges-says-goc/,2011-11-14T21:09:44,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
"No going back, fight to finish, Buratai charges troops",,2018-07-19,https://www.vanguardngr.com/2018/07/no-going-back-fight-to-finish-buratai-charges-troops/,https://web.archive.org/web/20180809184246/https://www.vanguardngr.com/2018/07/no-going-back-fight-to-finish-buratai-charges-troops/,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
"Ops Python Dance 2: GOC 82 Div tours IPOB leader, Nnamdi Kanu’s home town",,2017-09-13,https://www.vanguardngr.com/2017/09/ops-python-dance-2-goc-82-div-tours-ipob-leader-nnamdi-kanus-home-town/,https://web.archive.org/web/20170914203506/https://www.vanguardngr.com/2017/09/ops-python-dance-2-goc-82-div-tours-ipob-leader-nnamdi-kanus-home-town/,2017-09-14T20:35:06,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
"PDP's Perfected Plot to Rig Polls, Alleges Oshiomhole",,2015-02-26,http://www.vanguardngr.com/2015/02/pdps-perfected-plot-to-rig-polls-alleges-oshiomhole/,https://web.archive.org/web/20150316111955/http://www.vanguardngr.com/2015/02/pdps-perfected-plot-to-rig-polls-alleges-oshiomhole/,2015-03-16T11:19:55,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
"Police Arrest Suspected Militant, Chief, Over Patani Invasion",,2007-08-17,http://allafrica.com/stories/200708170127.html,No archive available,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
"Presidency Moves to Avert Attacks on Mosques, Churches During Sallah",,2012-08-18,http://www.vanguardngr.com/2012/08/presidency-moves-to-avert-attacks-on-mosques-churches-during-sallah/,https://web.archive.org/web/20121022051043/http://www.vanguardngr.com/2012/08/presidency-moves-to-avert-attacks-on-mosques-churches-during-sallah/,2012-10-22T05:10:43,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
"Soldiers celebrate Christmas in Gwoza, Buni Yadi",,2017-12-26,https://www.vanguardngr.com/2017/12/soldiers-celebrate-christmas-gwoza-buni-yadi/,https://web.archive.org/web/20180826005301/https://www.vanguardngr.com/2017/12/soldiers-celebrate-christmas-gwoza-buni-yadi/,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
"Troops destroys Boko Haram IED factory, rescues hostages in Borno",,2018-04-24,https://www.vanguardngr.com/2018/04/troops-destroys-boko-haram-ied-factory-rescues-hostages-borno/,https://web.archive.org/web/20180808190838/https://www.vanguardngr.com/2018/04/troops-destroys-boko-haram-ied-factory-rescues-hostages-borno/,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
"Troops kill 4, arrest 9 militiamen in Bauchi State",,2018-03-18,https://www.vanguardngr.com/2018/03/troops-kill-4-arrest-9-militiamen-bauchi-state/,https://web.archive.org/web/20180731125442/https://www.vanguardngr.com/2018/03/troops-kill-4-arrest-9-militiamen-bauchi-state/,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
"Troops kill 4, arrest 9 militiamen in Bauchi State",,2018-03-19,https://www.vanguardngr.com/2018/03/troops-kill-4-arrest-9-militiamen-bauchi-state-2/,https://web.archive.org/web/20180803155317/https://www.vanguardngr.com/2018/03/troops-kill-4-arrest-9-militiamen-bauchi-state-2/,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
"Troops kill many bandits, arrest Boko Haram logistics supplier in Kaduna",,2018-06-09,https://www.vanguardngr.com/2018/06/army-kill-many-bandits-kaduna-arrest-boko-haram-logistics-supplier/,https://web.archive.org/web/20180806153615/https://www.vanguardngr.com/2018/06/army-kill-many-bandits-kaduna-arrest-boko-haram-logistics-supplier/,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
"We'll Checkmate Militants' Activities, Says Army Boss",,2009-10-02,http://allafrica.com/stories/200910020858.html,No archive available,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
95 generals moved in fresh Army shake-up,,2015-07-30,http://www.vanguardngr.com/2015/07/95-generals-moved-in-fresh-army-shake-up/,https://web.archive.org/web/20150810054418/http://www.vanguardngr.com/2015/07/95-generals-moved-in-fresh-army-shake-up/,2015-08-10T05:44:18,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Army Gets Gun-Boats to Figth Oil Theft in Niger,,2013-08-23,http://allafrica.com/stories/201308260563.html,No archive available,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Army begins fitness competition in C-River,,2017-08-01,https://www.vanguardngr.com/2017/08/army-begins-fitness-competition-c-river/,https://web.archive.org/web/20180731154744/https://www.vanguardngr.com/2017/08/army-begins-fitness-competition-c-river/,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Army competition: Woman emerges best shooter,,2018-05-03,https://www.vanguardngr.com/2018/05/soldiers-competition-woman-emerges-best-shooter/,,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Army is combat-ready for terrorists – COAS,,2012-05-27,http://www.vanguardngr.com/2012/05/army-is-combat-ready-for-terrorists-coas/,https://web.archive.org/web/20121121055226/http://www.vanguardngr.com/2012/05/army-is-combat-ready-for-terrorists-coas/,2012-11-21T05:52:26,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Army troops arrest suspected kidnappers in Kaduna,,2018-04-24,https://www.vanguardngr.com/2018/04/army-troops-arrest-suspected-kidnappers-kaduna/,https://web.archive.org/web/20180809183826/https://www.vanguardngr.com/2018/04/army-troops-arrest-suspected-kidnappers-kaduna/,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Boko Haram - Massive Shake-Up in the Army,,2012-02-16,http://www.vanguardngr.com/2012/02/boko-haram-massive-shake-up-in-the-army/,https://web.archive.org/web/20120713054411/http://www.vanguardngr.com/2012/02/boko-haram-massive-shake-up-in-the-army/?,2012-07-13T05:44:11,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Boko Haram - New Dawn in Winning the War On Terror,,2014-10-01,http://www.vanguardngr.com/2014/10/boko-haram-new-dawn-winning-war-terror/,https://web.archive.org/web/20141002043100/http://www.vanguardngr.com/2014/10/boko-haram-new-dawn-winning-war-terror/,2014-10-02T04:31:00,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Boko Haram Attacks Possible in Ogun - Army Chief,,2014-04-04,http://www.vanguardngr.com/2014/04/boko-haram-attacks-possible-ogun-army-chief/,https://web.archive.org/web/20140404042742/http://www.vanguardngr.com/2014/04/boko-haram-attacks-possible-ogun-army-chief/,2014-04-04T04:27:42,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Boko Haram Will Soon Be Contained - GOC,,2012-07-02,http://www.vanguardngr.com/2012/07/boko-haram-ll-soon-be-contained-goc/,https://web.archive.org/web/20120702163833/http://www.vanguardngr.com/2012/07/boko-haram-ll-soon-be-contained-goc/,2012-07-02T16:38:33,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Boko Haram: Nigerian Army inducts Combat Motorbike battalion into Battle,,2016-02-28,http://www.vanguardngr.com/2016/02/614927/,https://web.archive.org/web/20160228162501/http://www.vanguardngr.com/2016/02/614927/,2016-02-28T16:25:01,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Bombings: Part of failed plots to derail Jonathan’s inauguration – Security Agencies,,2011-05-31,http://www.vanguardngr.com/2011/05/bombings-part-of-failed-plots-to-derail-jonathans-inauguration-security-agencies/,https://web.archive.org/web/20110601235824/http://www.vanguardngr.com/2011/05/bombings-part-of-failed-plots-to-derail-jonathans-inauguration-security-agencies,2011-06-01T23:58:24,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Buratai renames 21 Brigade as Special Forces Brigade,,2018-07-20,https://www.vanguardngr.com/2018/07/buratai-renames-21-brigade-as-special-forces-brigade/,https://web.archive.org/web/20180825200336/https://www.vanguardngr.com/2018/07/buratai-renames-21-brigade-as-special-forces-brigade/,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
COAS Annual Conference Begins October in Owerri,,2004-10-13,http://allafrica.com/stories/200410130403.html,No archive available,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
COAS commends Gov. Gaidam for presentation of vehicles to army,,2018-01-06,https://www.vanguardngr.com/2018/01/coas-commends-gov-gaidam-presentation-vehicles-army/,https://web.archive.org/web/20180808185128/https://www.vanguardngr.com/2018/01/coas-commends-gov-gaidam-presentation-vehicles-army/,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Chief of Army Staff vows military will end insurgency,,2015-04-30,https://www.vanguardngr.com/2015/04/chief-of-army-staff-vows-military-will-end-insurgency/,https://web.archive.org/web/20150504040329/http://www.vanguardngr.com:80/2015/04/chief-of-army-staff-vows-military-will-end-insurgency/,2015-05-04T04:03:29,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Coas Promises to Transform Army,,2012-06-15,http://www.vanguardngr.com/2012/06/coas-promises-to-transform-army/,https://web.archive.org/web/20120615111201/http://www.vanguardngr.com/2012/06/coas-promises-to-transform-army/,2012-06-15T11:12:01,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Country's Foreign Policy Under Yar'Adua,,2007-08-27,http://allafrica.com/stories/200708270360.html,No archive available,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Defence Chief Declares 'Red Alert' in N-Delta,,2008-01-09,http://allafrica.com/stories/200801100458.html,No archive available,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
GOC 82 Div,,2016-10-28,https://www.vanguardngr.com/2016/10/goc-82-div-solicits-cooperation-security-agencies/,https://web.archive.org/web/20161102145738/http://www.vanguardngr.com:80/2016/10/goc-82-div-solicits-cooperation-security-agencies/,2016-11-02T14:57:38,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Igbo Stores Closed as Peace Returns to Bauchi,,2009-02-26,http://allafrica.com/stories/200902260401.html,No archive available,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Military releases 275 suspected Boko Haram detainees,,2016-02-13,http://www.vanguardngr.com/2016/02/military-releases-275-suspected-boko-haram-detainees/,https://web.archive.org/web/20160215084235/http://www.vanguardngr.com/2016/02/military-releases-275-suspected-boko-haram-detainees/,2016-02-15T08:42:35,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Mutiny - Soldiers Petition Senate,,2008-10-16,http://allafrica.com/stories/200810160169.html,,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Nigeria sends 700 soldiers to maintain peace in Liberia,,2014-03-20,http://www.vanguardngr.com/2014/03/nigeria-sends-700-soldiers-maintain-peace-liberia/,https://web.archive.org/web/20140423062529/http://www.vanguardngr.com/2014/03/nigeria-sends-700-soldiers-maintain-peace-liberia,2014-04-23T06:25:29,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Security Operatives Rescue Kidnapped Chinese,,2007-06-04,http://allafrica.com/stories/200706040253.html,No archive available,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Shake-Up in Army,,2009-01-10,http://allafrica.com/stories/200901120558.html,https://web.archive.org/web/20100911084631/http://allafrica.com:80/stories/200901120558.html,2010-09-11T08:46:31,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Shocking !!! Police discover 40 feet well stored with petroleum products in Lagos,,2010-07-30,http://www.vanguardngr.com/2010/07/shocking-police-discover-40-feet-well-stored-with-petroleum-products-in-lagos/,https://web.archive.org/web/20150425013441/http://www.vanguardngr.com/2010/07/shocking-police-discover-40-feet-well-stored-with-petroleum-products-in-lagos/,2015-04-25T01:34:41,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Sordid Tales of Their 'Deportation' From Lagos to Onitsha,,2013-08-10,http://www.vanguardngr.com/2013/08/sordid-tales-of-their-deportation-from-lagos-to-onitsha/,https://web.archive.org/web/20140216090353/http://www.vanguardngr.com/2013/08/sordid-tales-of-their-deportation-from-lagos-to-onitsha/,2014-02-16T09:03:53,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Terrorism - Army Sends GOC to Office,,2014-10-25,http://www.vanguardngr.com/2014/10/terrorism-army-sends-goc-office/,https://web.archive.org/web/20141025074749/http://www.vanguardngr.com/2014/10/terrorism-army-sends-goc-office/,2014-10-25T07:47:49,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Troops nab 3 Boko Haram terrorists in Borno,,2018-03-29,https://www.vanguardngr.com/2018/03/troops-nab-3-boko-haram-terrorists-borno/,https://web.archive.org/web/20180809183436/https://www.vanguardngr.com/2018/03/troops-nab-3-boko-haram-terrorists-borno/,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Troops welfare: Army to review fees in command schools,,2016-07-22,http://www.vanguardngr.com/2016/07/troops-welfare-army-review-fees-command-schools/,https://web.archive.org/web/20160723163707/http://www.vanguardngr.com/2016/07/troops-welfare-army-review-fees-command-schools/,2016-07-23T16:37:07,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Violence Mars Polls - 52 Killed,,2007-04-15,http://allafrica.com/stories/200704150009.html,No archive available,,Nigeria,NigeriaVanguard,Vanguard,33dae0fb-dbca-4d74-8e52-032b7c337789
Nigeria: Unearthing The Truth: Unlawful Killings and Mass Cover-Up in Zaria.,20,2016-04-22,https://www.amnesty.org/en/documents/afr01/3883/2016/en/,https://web.archive.org/web/20160720154100/https://www.amnesty.org/en/documents/afr01/3883/2016/en/,2016-07-20T15:41:00,United Kingdom,United KingdomAmnesty International,Amnesty International,2190a9b4-8163-47a6-8461-3157f68c3ba3
Stars on their shoulders. Blood on their hands. War crimes committed by the Nigerian military,11,2015-06-02,https://www.amnesty.org/en/documents/afr44/1657/2015/en/,https://web.archive.org/web/20150910231307/https://www.amnesty.org/en/documents/afr44/1657/2015/en/,2015-09-10T23:13:07,United Kingdom,United KingdomAmnesty International,Amnesty International,2190a9b4-8163-47a6-8461-3157f68c3ba3
Stars on their shoulders. Blood on their hands. War crimes committed by the Nigerian military,12,2015-06-02,https://www.amnesty.org/en/documents/afr44/1657/2015/en/,https://web.archive.org/web/20150910231307/https://www.amnesty.org/en/documents/afr44/1657/2015/en/,2015-09-10T23:13:07,United Kingdom,United KingdomAmnesty International,Amnesty International,2190a9b4-8163-47a6-8461-3157f68c3ba3
Army Withdraws Troops From Lagos Security Outfit,,2012-02-08,http://allafrica.com/stories/201202090963.html,No archive available,,United Kingdom,United KingdomThe Moment,The Moment,3dc08678-6dab-4ae9-ae03-49dd16373d37
"Army ""Corners"" Boko Haram Leader, Shekau, In Borno Hills-Punch Newspaper",,2013-07-26,http://saharareporters.com/2013/07/26/army-corners-boko-haram-leader-shekau-borno-hills-punch-newspaper,https://web.archive.org/web/20140808234344/http://saharareporters.com/2013/07/26/army-corners-boko-haram-leader-shekau-borno-hills-punch-newspaper,2014-08-08T23:43:44,United States of America,United States of AmericaSahara Reporters,Sahara Reporters,5b8133a3-574d-4d01-8829-2211256b5a03
BREAKING NEWS: YAr'adua Sacks Military Chiefs; Departs to Saudi Arabia for Medical Treatment,,2008-08-19,http://saharareporters.com/2008/08/19/breaking-news-yaradua-sacks-military-chiefs-departs-saudi-arabia-medical-treatment,https://web.archive.org/web/20150502185948/http://saharareporters.com/2008/08/19/breaking-news-yaradua-sacks-military-chiefs-departs-saudi-arabia-medical-treatment,2015-05-02T18:59:48,United States of America,United States of AmericaSahara Reporters,Sahara Reporters,5b8133a3-574d-4d01-8829-2211256b5a03
