ID	Owner-initial of staff researcher	Status (0=first commit, 1=fixes needed, 2=fixes made, 3=clean)	Comments-specifics relevant to the review process, such as fixes, refinements, other observations. This is different from "Notes", which are intended for publication.	Organization:Name	Source: Name	Confidence: Name	Organization:other_names	Source: Aliases or alternative spellings	Confidence: Aliases or alternative spellings	Organization:classification	Source: Classification	Confidence: Classification	Organization division_id	Organization:date_first_cited	firstcited_month	firstcited_day	firstcited_year	Source: Organization date_first_cited	Confidence: Organization date_first_cited	start date of Organization? Y/N	Organization:date_last_cited	lastcited_month	lastcited_day	lastcited_year	Source: Organization date_last_cited	Confidence: Organization date_last_cited	Organization:open_ended? Y/N/E	OrganizationOrganization:parent_id	Source: OrganizationOrganization:parent_id	Confidence: OrganizationOrganization:parent_id	OrganizationOrganization:classification	UUID: Administrative, Command, or Informal parent relationship	Confidence: Administrative, Command, or Informal parent relationship	OrganizationOrganization:date_first_cited	month	day	year	Source: Date of first citation for parent organization	Confidence: Date of first citation for parent organization	Start date of OrganizationOrganization Y/N?	OrganizationOrganization:date_last_cited	oo_month	oo_day	oo_year	Source: Date of last citation for parent organization	Confidence: Date of last citation for parent organization	OrganizationOrganization:open_ended	Headquarters (Barracks, Base, Physical Asset)	Source: Headquarters	Confidence: Headquarters	Site: Exact Location - Longitude or OSM Node Name	Site: Exact Location - Latitude or OSM Node ID	Source: Site Exact Location	Confidence: Site Exact Location	Site:geonames_name	Site:geonames_id	Source: Site:geonames_name	Confidence: Site:geonames_name	Site:admin_level_1_geonames_name	Site:admin_level_1_geonames_id	Source: Site:admin_level_1_geonames_name	Confidence: Site:admin_level_1_geonames_name	Site:division_id	OrganizationSite:date_first_cited	os_month	os_day	os_year	Source: OrganizationSite:date_first_cited	Confidence: OrganizationSite:date_first_cited	Is this the founding date? (Y/N)	OrganizationSite:date_last_cited	os_last_month	os_last_day	os_last_year	Source: OrganizationSite:date_last_cited	Confidence: OrganizationSite:date_last_cited	OrganizationSite:open_ended (Y/N/E)	Area of Operations Geoname	Area of Operations GeonameID	Area of Operations division_id	Source: Area of Operations	Confidence: Area of Operations	Date of first citation for area of operations	aoo_start_month	aoo_start_day	aoo_start_year	Source: Date of first citation for area of operations	Confidence: Date of first citation for area of operations	start date of area of operation? Y/N	Date of last citation for area of operations	aoo_last_month	aoo_last_day	aoo_last_year	Source: Date of last citation for area of operations	Confidence: Date of last citation for area of operations	Assume Area of Operations to Current Date? (Y/N/E)	OrganizationMembership:member_id	Source: OrganizationMembership:member_id	Confidence: OrganizationMembership:member_id	Date of first citation for OrganizationMembership:member_id	om_first_month	om_first_day	om_first_year	Source: Date of first citation for OrganizationMembership:member_id	Confidence: Date of first citation for OrganizationMembership:member_id	start date of OrganizationMembership? Y/N	Date of last citation for OrganizationMembership:member_id	om_last_month	om_last_day	om_last_year	Source: Date of last citation for OrganizationMembership:member_id	Confidence: Date of last citation for OrganizationMembership:member_id	end date of OrganizationMembership? Y/N	Notes	o_id
	TW	3		1 Battalion	8e251ae9-aa42-4293-8c49-0f107212f29a;e792ad28-1d1f-4fd9-9ca5-15ed916a455c;dbd2188f-4a48-42b9-8f1e-638dedabc276;b749624a-233c-43d6-a3cf-613cb20036cc;bbbcb135-b11e-4906-bb54-e9a611d9c4c7;638f42a9-b46c-4008-8ab9-6611cd4a73a1;d9090269-1988-420d-a0fc-2085c0066a92	High	1 Battalion Army ; 1st Battalion ; One Battalion	8e251ae9-aa42-4293-8c49-0f107212f29a;fd6493b4-fca3-40e0-abed-f0cf595f648f;1fbf7073-00b9-4a26-aaac-f61b1fd38ccd	Medium	Army;Military	8e251ae9-aa42-4293-8c49-0f107212f29a;e792ad28-1d1f-4fd9-9ca5-15ed916a455c;b749624a-233c-43d6-a3cf-613cb20036cc;bbbcb135-b11e-4906-bb54-e9a611d9c4c7;638f42a9-b46c-4008-8ab9-6611cd4a73a1;1fbf7073-00b9-4a26-aaac-f61b1fd38ccd;d9090269-1988-420d-a0fc-2085c0066a92	High	ng	6/27/2001	6	27	2001	638f42a9-b46c-4008-8ab9-6611cd4a73a1	Medium	N	8/31/2017	8	31	2017	d9090269-1988-420d-a0fc-2085c0066a92	Medium	Y	1 Brigade	8e251ae9-aa42-4293-8c49-0f107212f29a;e792ad28-1d1f-4fd9-9ca5-15ed916a455c;1fbf7073-00b9-4a26-aaac-f61b1fd38ccd	High	Command	8e251ae9-aa42-4293-8c49-0f107212f29a	Low	8/31/2007	8	31	2007	1fbf7073-00b9-4a26-aaac-f61b1fd38ccd	Low	N	7/14/2013	7	14	2013	e792ad28-1d1f-4fd9-9ca5-15ed916a455c	Low	Y	Dukku Barracks	8e251ae9-aa42-4293-8c49-0f107212f29a;e792ad28-1d1f-4fd9-9ca5-15ed916a455c;dbd2188f-4a48-42b9-8f1e-638dedabc276;bbbcb135-b11e-4906-bb54-e9a611d9c4c7;fd6493b4-fca3-40e0-abed-f0cf595f648f;d9090269-1988-420d-a0fc-2085c0066a92	Medium					Birnin Kebbi	501540938	8e251ae9-aa42-4293-8c49-0f107212f29a;e792ad28-1d1f-4fd9-9ca5-15ed916a455c;dbd2188f-4a48-42b9-8f1e-638dedabc276;b749624a-233c-43d6-a3cf-613cb20036cc;d3aa48eb-ae7a-421c-a817-1e113f240c5d;638f42a9-b46c-4008-8ab9-6611cd4a73a1;480293bc-27aa-4aaa-8b16-ad2895d1eb05;fd6493b4-fca3-40e0-abed-f0cf595f648f;1fbf7073-00b9-4a26-aaac-f61b1fd38ccd;d9090269-1988-420d-a0fc-2085c0066a92	High	Kebbi	3707933	8e251ae9-aa42-4293-8c49-0f107212f29a;e792ad28-1d1f-4fd9-9ca5-15ed916a455c;dbd2188f-4a48-42b9-8f1e-638dedabc276;638f42a9-b46c-4008-8ab9-6611cd4a73a1;480293bc-27aa-4aaa-8b16-ad2895d1eb05;fd6493b4-fca3-40e0-abed-f0cf595f648f;1fbf7073-00b9-4a26-aaac-f61b1fd38ccd;d9090269-1988-420d-a0fc-2085c0066a92	High	ng	6/27/2001	6	27	2001	638f42a9-b46c-4008-8ab9-6611cd4a73a1	Medium	N	8/17/2017	8	17	2017	d9090269-1988-420d-a0fc-2085c0066a92	Medium	Y	Gwandu	3707943	ng	8e251ae9-aa42-4293-8c49-0f107212f29a	Low	7/11/2013	7	11	2013	8e251ae9-aa42-4293-8c49-0f107212f29a	Low	N							Y	United Nations Mission in Liberia	1fbf7073-00b9-4a26-aaac-f61b1fd38ccd	Low								August 2007	8		2007	1fbf7073-00b9-4a26-aaac-f61b1fd38ccd	Low	Y	"new" as of 27 June 2001 - Source: U.S. to Train Three New Battalions. The Guardian (Nigeria). 27 June 2001. http://allafrica.com/stories/200106270283.html (accessed via AllAfrica.com)	47776f3e-f987-4291-9c25-99aa504edca3
	TW	3		1 Brigade	b1ade2cb-191c-4d6c-bf37-c08cce1d166c;858dc578-b296-46c5-be4d-cb5ce3154079;49d2ccd4-4892-4ca3-a12c-7378305edc38;0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Medium	One Brigade;"One" Brigade;I Brigade;Brigade 1;1st Brigade;'One' Brigade;1 Bde;1 Army Brigade	6ed92615-0bc8-4d7f-82df-d08286f59cfe;339117f6-fd0d-4f03-af38-7a8d5b639891;5711bc46-9d26-4768-b0c3-abb5042c517e;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;c55a80cb-6978-4abc-9602-0a57f6a88d67;38b91e87-20c5-4a45-a9f2-a4f25aed6b9f;0f16bcc2-0d29-47f8-b01c-56acf917c766;d94cd7bf-bee9-4da7-99a6-bf8c1091d688	Medium	Army;Military	5711bc46-9d26-4768-b0c3-abb5042c517e;c55a80cb-6978-4abc-9602-0a57f6a88d67;e8d6aee0-8f0f-4bb6-8829-6cf278a1a251;49d2ccd4-4892-4ca3-a12c-7378305edc38;0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Medium	ng	2000			2000	309323e7-85d0-44d0-af21-0b2c574d1cf6;3c3d40f1-f602-44ff-b27f-43a0678361f2	Low	N	7/20/2017	7	20	2017	0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Medium	Y	Unknown Nigerian Army Division	309323e7-85d0-44d0-af21-0b2c574d1cf6;3c3d40f1-f602-44ff-b27f-43a0678361f2	Medium	Command	309323e7-85d0-44d0-af21-0b2c574d1cf6;3c3d40f1-f602-44ff-b27f-43a0678361f2	Low	2000			2000	0f16bcc2-0d29-47f8-b01c-56acf917c766	Low	N	8/30/2007	8	30	2007	1fbf7073-00b9-4a26-aaac-f61b1fd38ccd	Low	E								Sokoto	501540904	ccd5762d-e274-423e-8f74-d170a54e89b8;c55a80cb-6978-4abc-9602-0a57f6a88d67;e8d6aee0-8f0f-4bb6-8829-6cf278a1a251;c6e967b0-486b-4449-b2a5-f39a7effee48;38b91e87-20c5-4a45-a9f2-a4f25aed6b9f;0f16bcc2-0d29-47f8-b01c-56acf917c766;49d2ccd4-4892-4ca3-a12c-7378305edc38;0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Medium	Sokoto	3707368	1455b627-c682-4483-a03d-38a4013b6e73;6ed92615-0bc8-4d7f-82df-d08286f59cfe;858dc578-b296-46c5-be4d-cb5ce3154079;5711bc46-9d26-4768-b0c3-abb5042c517e;cfb127cc-526c-4311-89d3-c9b813ad6e2e;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;c55a80cb-6978-4abc-9602-0a57f6a88d67;e8d6aee0-8f0f-4bb6-8829-6cf278a1a251;c6e967b0-486b-4449-b2a5-f39a7effee48;38b91e87-20c5-4a45-a9f2-a4f25aed6b9f;0f16bcc2-0d29-47f8-b01c-56acf917c766;49d2ccd4-4892-4ca3-a12c-7378305edc38;0cae8c36-ccbc-4bae-a009-94c8c1642ec4	High	ng	2000			2000	0f16bcc2-0d29-47f8-b01c-56acf917c766	Medium	N	7/20/2017	7	20	2017	0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Medium	Y	Zamfara	3706956	ng	d94cd7bf-bee9-4da7-99a6-bf8c1091d688	Low	April 2018	4		2018	d94cd7bf-bee9-4da7-99a6-bf8c1091d688	Low	N	5/22/2018	5	22	2018	d94cd7bf-bee9-4da7-99a6-bf8c1091d688	Low	Y	Nigerian Battalion 36 (UNMIL)	15917041-68d6-4577-893d-d100a94ac4e9	Low	July 2015	7		2015	15917041-68d6-4577-893d-d100a94ac4e9	Low	Y									1b0c9127-e9ee-4fa6-9b34-fdc8802ee6d8
	TW	3		1 Brigade	b1ade2cb-191c-4d6c-bf37-c08cce1d166c;858dc578-b296-46c5-be4d-cb5ce3154079;49d2ccd4-4892-4ca3-a12c-7378305edc38;0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Medium	One Brigade;"One" Brigade;I Brigade;Brigade 1;1st Brigade;'One' Brigade;1 Bde;1 Army Brigade	6ed92615-0bc8-4d7f-82df-d08286f59cfe;339117f6-fd0d-4f03-af38-7a8d5b639891;5711bc46-9d26-4768-b0c3-abb5042c517e;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;c55a80cb-6978-4abc-9602-0a57f6a88d67;38b91e87-20c5-4a45-a9f2-a4f25aed6b9f;0f16bcc2-0d29-47f8-b01c-56acf917c766;d94cd7bf-bee9-4da7-99a6-bf8c1091d688	Medium	Army;Military	5711bc46-9d26-4768-b0c3-abb5042c517e;c55a80cb-6978-4abc-9602-0a57f6a88d67;e8d6aee0-8f0f-4bb6-8829-6cf278a1a251;49d2ccd4-4892-4ca3-a12c-7378305edc38;0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Medium	ng															1 Mechanised Division	1455b627-c682-4483-a03d-38a4013b6e73;98f9bf12-c64e-47d2-9d79-8621189850a9;15917041-68d6-4577-893d-d100a94ac4e9;1fbf7073-00b9-4a26-aaac-f61b1fd38ccd;0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Medium	Command	1455b627-c682-4483-a03d-38a4013b6e73;98f9bf12-c64e-47d2-9d79-8621189850a9;15917041-68d6-4577-893d-d100a94ac4e9;0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Low	8/31/2007	8	31	2007	1fbf7073-00b9-4a26-aaac-f61b1fd38ccd	Low	N	7/20/2017	7	20	2017	0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Medium	Y																																																		Operation Restore Peace	c6e967b0-486b-4449-b2a5-f39a7effee48	Low	July 2015	7		2015	c6e967b0-486b-4449-b2a5-f39a7effee48	Low	N	September 2015	9		2015	c6e967b0-486b-4449-b2a5-f39a7effee48	Low	N	One article reported that the brigade was based in Kano, this is likely a mistake based on earlier and later articles all stating the brigade is based in Sokoto State - Source: NDA Boss Calls for Combat Alertness. Daily Trust (Nigeria). 12 October 2008. http://allafrica.com/stories/200810130674.html (accessed via AllAfrica.com)	1b0c9127-e9ee-4fa6-9b34-fdc8802ee6d8
	TW	3		1 Brigade	b1ade2cb-191c-4d6c-bf37-c08cce1d166c;858dc578-b296-46c5-be4d-cb5ce3154079;49d2ccd4-4892-4ca3-a12c-7378305edc38;0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Medium	One Brigade;"One" Brigade;I Brigade;Brigade 1;1st Brigade;'One' Brigade;1 Bde;1 Army Brigade	6ed92615-0bc8-4d7f-82df-d08286f59cfe;339117f6-fd0d-4f03-af38-7a8d5b639891;5711bc46-9d26-4768-b0c3-abb5042c517e;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;c55a80cb-6978-4abc-9602-0a57f6a88d67;38b91e87-20c5-4a45-a9f2-a4f25aed6b9f;0f16bcc2-0d29-47f8-b01c-56acf917c766;d94cd7bf-bee9-4da7-99a6-bf8c1091d688	Medium	Army;Military	5711bc46-9d26-4768-b0c3-abb5042c517e;c55a80cb-6978-4abc-9602-0a57f6a88d67;e8d6aee0-8f0f-4bb6-8829-6cf278a1a251;49d2ccd4-4892-4ca3-a12c-7378305edc38;0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Medium	ng																																																																																				Special Task Force	ccd5762d-e274-423e-8f74-d170a54e89b8;38b91e87-20c5-4a45-a9f2-a4f25aed6b9f	Low	2/2/2011	2	2	2011	ccd5762d-e274-423e-8f74-d170a54e89b8	Low	Y									1b0c9127-e9ee-4fa6-9b34-fdc8802ee6d8
	TW	3		1 Brigade Garrison	49d2ccd4-4892-4ca3-a12c-7378305edc38;6efa1a3f-13c4-4830-9c07-049918014d00	Low				Army;Military	49d2ccd4-4892-4ca3-a12c-7378305edc38;6efa1a3f-13c4-4830-9c07-049918014d00	Low	ng	2007			2007	6efa1a3f-13c4-4830-9c07-049918014d00	Low	N	11/6/2014	11	6	2014	49d2ccd4-4892-4ca3-a12c-7378305edc38	Low	Y	1 Brigade	49d2ccd4-4892-4ca3-a12c-7378305edc38	Low	Command	49d2ccd4-4892-4ca3-a12c-7378305edc38	Low	2007			2007	6efa1a3f-13c4-4830-9c07-049918014d00	Low	N	11/6/2014	11	6	2014	49d2ccd4-4892-4ca3-a12c-7378305edc38	Low	Y								Sokoto	501540904	49d2ccd4-4892-4ca3-a12c-7378305edc38;6efa1a3f-13c4-4830-9c07-049918014d00	Low	Sokoto	3707368	49d2ccd4-4892-4ca3-a12c-7378305edc38;6efa1a3f-13c4-4830-9c07-049918014d00	Low	ng	2007			2007	6efa1a3f-13c4-4830-9c07-049918014d00	Low	N	11/6/2014	11	6	2014	49d2ccd4-4892-4ca3-a12c-7378305edc38	Low	Y																																						7908c64f-7ce5-4011-80a2-c7a59095be21
	TW	3		1 Division Garrison	1455b627-c682-4483-a03d-38a4013b6e73;04520eb5-ff17-4547-bd0b-4a4982668c50;a674a31b-02bd-469f-8b43-97a6bbf2fa80;98f9bf12-c64e-47d2-9d79-8621189850a9;5fa3a6fb-f70a-4e0f-8473-0f5d50c924b4;0cae8c36-ccbc-4bae-a009-94c8c1642ec4;c33d75b1-a026-40e6-92a3-fe0ee1aa75c2	High	1 Division Garrison Command	f7c6334c-b1ae-40ab-bbac-81b4f5783cb0	Low	Army;Military	1455b627-c682-4483-a03d-38a4013b6e73;a674a31b-02bd-469f-8b43-97a6bbf2fa80;5fa3a6fb-f70a-4e0f-8473-0f5d50c924b4;04520eb5-ff17-4547-bd0b-4a4982668c50;0cae8c36-ccbc-4bae-a009-94c8c1642ec4;f7c6334c-b1ae-40ab-bbac-81b4f5783cb0;c33d75b1-a026-40e6-92a3-fe0ee1aa75c2	High	ng	12/29/2000	12	29	2000	04520eb5-ff17-4547-bd0b-4a4982668c50	Low	N	6/6/2018	6	6	2018	c33d75b1-a026-40e6-92a3-fe0ee1aa75c2	Low	Y	1 Mechanised Division	1455b627-c682-4483-a03d-38a4013b6e73;98f9bf12-c64e-47d2-9d79-8621189850a9;0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Low	Command	1455b627-c682-4483-a03d-38a4013b6e73;98f9bf12-c64e-47d2-9d79-8621189850a9;0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Low	10/12/2008	10	12	2008	98f9bf12-c64e-47d2-9d79-8621189850a9	Low	N	7/20/2017	7	20	2017	0cae8c36-ccbc-4bae-a009-94c8c1642ec4	Low	Y								Kaduna	27565091	5fa3a6fb-f70a-4e0f-8473-0f5d50c924b4;1455b627-c682-4483-a03d-38a4013b6e73;a674a31b-02bd-469f-8b43-97a6bbf2fa80;04520eb5-ff17-4547-bd0b-4a4982668c50;0cae8c36-ccbc-4bae-a009-94c8c1642ec4;f7c6334c-b1ae-40ab-bbac-81b4f5783cb0;c33d75b1-a026-40e6-92a3-fe0ee1aa75c2	Medium	Kaduna	3709353	04520eb5-ff17-4547-bd0b-4a4982668c50;44ae2db3-0246-4fb8-97f7-0cf7cba9e7f3;1455b627-c682-4483-a03d-38a4013b6e73;5fa3a6fb-f70a-4e0f-8473-0f5d50c924b4;0cae8c36-ccbc-4bae-a009-94c8c1642ec4;f7c6334c-b1ae-40ab-bbac-81b4f5783cb0;c33d75b1-a026-40e6-92a3-fe0ee1aa75c2	Medium	ng	12/29/2000	12	29	2000	04520eb5-ff17-4547-bd0b-4a4982668c50	Low	N	6/6/2018	6	6	2018	c33d75b1-a026-40e6-92a3-fe0ee1aa75c2	Low	Y																																						6fb9abb1-60c5-4fe6-b6e8-dbda8e006594
	TW	3		1 Division Internal Security Force	0ea6f681-74b9-49a7-9c70-6060e7242fc5;cb14a445-ef72-4d03-88c2-ad20fc3c2451	Low	One Division, Internal Security Force ; I Division Internal Security Force	c4fe468c-a174-4695-aea3-45353f690207;a7ea0b4e-0c1f-4bbc-8176-2ce6c55c7a44	Low	Army;Military	c4fe468c-a174-4695-aea3-45353f690207;0ea6f681-74b9-49a7-9c70-6060e7242fc5;a7ea0b4e-0c1f-4bbc-8176-2ce6c55c7a44;cb14a445-ef72-4d03-88c2-ad20fc3c2451	Low	ng	3/6/2013	3	6	2013	c4fe468c-a174-4695-aea3-45353f690207	Low	N	2/12/2015	2	12	2015	0ea6f681-74b9-49a7-9c70-6060e7242fc5	Low	Y	41 Division Engineers	a7ea0b4e-0c1f-4bbc-8176-2ce6c55c7a44;cb14a445-ef72-4d03-88c2-ad20fc3c2451	Low	Command	a7ea0b4e-0c1f-4bbc-8176-2ce6c55c7a44;cb14a445-ef72-4d03-88c2-ad20fc3c2451	Low	5/9/2013	5	9	2013	a7ea0b4e-0c1f-4bbc-8176-2ce6c55c7a44;cb14a445-ef72-4d03-88c2-ad20fc3c2451	Low	N							Y												Kaduna	3709353	c4fe468c-a174-4695-aea3-45353f690207;0ea6f681-74b9-49a7-9c70-6060e7242fc5;cb14a445-ef72-4d03-88c2-ad20fc3c2451	Low	ng	3/6/2013	3	6	2013	c4fe468c-a174-4695-aea3-45353f690207	Low	N	2/12/2015	2	12	2015	0ea6f681-74b9-49a7-9c70-6060e7242fc5	Low	Y	Kaduna North	3709362	ng	c4fe468c-a174-4695-aea3-45353f690207	Low	3/6/2013	3	6	2013	c4fe468c-a174-4695-aea3-45353f690207	Low	N							Y																			d3d9c5b8-b469-4da0-87d0-390fcb474bd9
	TW	3		1 Division Internal Security Force	0ea6f681-74b9-49a7-9c70-6060e7242fc5;cb14a445-ef72-4d03-88c2-ad20fc3c2451	Low	One Division, Internal Security Force ; I Division Internal Security Force	c4fe468c-a174-4695-aea3-45353f690207;a7ea0b4e-0c1f-4bbc-8176-2ce6c55c7a44	Low	Army;Military	c4fe468c-a174-4695-aea3-45353f690207;0ea6f681-74b9-49a7-9c70-6060e7242fc5;a7ea0b4e-0c1f-4bbc-8176-2ce6c55c7a44;cb14a445-ef72-4d03-88c2-ad20fc3c2451	Low	ng																																																																	Kaduna South	3709363	ng	a7ea0b4e-0c1f-4bbc-8176-2ce6c55c7a44;cb14a445-ef72-4d03-88c2-ad20fc3c2451	Low	4/21/2013	4	21	2013	a7ea0b4e-0c1f-4bbc-8176-2ce6c55c7a44;cb14a445-ef72-4d03-88c2-ad20fc3c2451	Low	N							Y																			d3d9c5b8-b469-4da0-87d0-390fcb474bd9
	TW	3		1 Mechanised Division	17a7a0b4-17d8-47bf-9a00-c2c1c99c5685;bb33d5dc-1636-4568-8004-0a0ad42978a8;017326a6-80d1-44de-ad81-a72f47318254	Low	1 Division;1st Division;One Division;Army One Division;1 Mechanisd Army Division;First Mechanized Infantry Division	6e7b46fa-7011-465e-8f3f-b1c6ab744247;f22167e9-0586-44c4-9690-d3a46fd769d0;98f9bf12-c64e-47d2-9d79-8621189850a9;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;30ac2f1e-a64f-43c4-a3e3-eb6453feae97;3946c185-68a6-4248-aa19-c9278cc0ed06;e8d6aee0-8f0f-4bb6-8829-6cf278a1a251;825bc414-15b9-4b4c-bae0-ed70b21ba7cb;91f51be6-def2-464f-b0a7-1743f3c93cb5;4a0c555c-07b3-421a-aebe-3dc5f3d7b509;259b700f-fd2c-422c-85e0-e5011a25c06a;6d910437-f80a-4fb1-88fe-5fa40146770a;6e156214-f890-42e3-9a93-801634eb1c6d;3c3d40f1-f602-44ff-b27f-43a0678361f2;c9d8200d-9a67-4492-909b-3160756ae468	High	Army;Military	30ac2f1e-a64f-43c4-a3e3-eb6453feae97;3946c185-68a6-4248-aa19-c9278cc0ed06;e8d6aee0-8f0f-4bb6-8829-6cf278a1a251;91f51be6-def2-464f-b0a7-1743f3c93cb5;4a0c555c-07b3-421a-aebe-3dc5f3d7b509;259b700f-fd2c-422c-85e0-e5011a25c06a;6d910437-f80a-4fb1-88fe-5fa40146770a;6e156214-f890-42e3-9a93-801634eb1c6d;017326a6-80d1-44de-ad81-a72f47318254;3c3d40f1-f602-44ff-b27f-43a0678361f2;c9d8200d-9a67-4492-909b-3160756ae468	High	ng	June 1991	6		1991	3c3d40f1-f602-44ff-b27f-43a0678361f2	Medium	N	8/5/2017	8	5	2017	017326a6-80d1-44de-ad81-a72f47318254	High	Y	Nigerian Army Headquarters	493ac34f-6d9a-40ff-9843-5d7de6d3525c;8d696b4e-a982-46b6-9e23-c39fde2f6cc5;29e1e555-19e2-4e66-ac04-74e58aebd9d6;3c3d40f1-f602-44ff-b27f-43a0678361f2	Low	Command	493ac34f-6d9a-40ff-9843-5d7de6d3525c;8d696b4e-a982-46b6-9e23-c39fde2f6cc5;29e1e555-19e2-4e66-ac04-74e58aebd9d6;3c3d40f1-f602-44ff-b27f-43a0678361f2	Low	June 1991	6		1991	3c3d40f1-f602-44ff-b27f-43a0678361f2	Low	N	8/5/2017	8	5	2017	017326a6-80d1-44de-ad81-a72f47318254	Low	Y	Dalet Barracks	f5fdd6a1-295b-4719-90e9-288c96323123;bb33d5dc-1636-4568-8004-0a0ad42978a8;071d4552-f11d-4fa0-9690-5590aa613d23;0dc943dc-057a-4a56-b009-e6643310a2e7	High					Kaduna	27565091	98f9bf12-c64e-47d2-9d79-8621189850a9;1adbabea-4b74-4b5a-9169-c5161e16abcd;3946c185-68a6-4248-aa19-c9278cc0ed06;e8d6aee0-8f0f-4bb6-8829-6cf278a1a251;825bc414-15b9-4b4c-bae0-ed70b21ba7cb;91f51be6-def2-464f-b0a7-1743f3c93cb5;4a0c555c-07b3-421a-aebe-3dc5f3d7b509;6d910437-f80a-4fb1-88fe-5fa40146770a;6e156214-f890-42e3-9a93-801634eb1c6d;017326a6-80d1-44de-ad81-a72f47318254;3c3d40f1-f602-44ff-b27f-43a0678361f2	Medium	Kaduna	3709353	6e7b46fa-7011-465e-8f3f-b1c6ab744247;f22167e9-0586-44c4-9690-d3a46fd769d0;98f9bf12-c64e-47d2-9d79-8621189850a9;1adbabea-4b74-4b5a-9169-c5161e16abcd;3946c185-68a6-4248-aa19-c9278cc0ed06;e8d6aee0-8f0f-4bb6-8829-6cf278a1a251;825bc414-15b9-4b4c-bae0-ed70b21ba7cb;91f51be6-def2-464f-b0a7-1743f3c93cb5;4a0c555c-07b3-421a-aebe-3dc5f3d7b509;6d910437-f80a-4fb1-88fe-5fa40146770a;6e156214-f890-42e3-9a93-801634eb1c6d;017326a6-80d1-44de-ad81-a72f47318254;3c3d40f1-f602-44ff-b27f-43a0678361f2	High	ng	June 1991	6		1991	3c3d40f1-f602-44ff-b27f-43a0678361f2	Medium	N	8/7/2017	8	7	2017	017326a6-80d1-44de-ad81-a72f47318254	High	Y	Kaduna	3709353	ng	6e7b46fa-7011-465e-8f3f-b1c6ab744247;e12a7970-4bda-477a-b8ee-7dcc64b51bb8;17a7a0b4-17d8-47bf-9a00-c2c1c99c5685;00817267-58f9-4a67-9645-f11d5e7185d4;d76f4d12-8c45-4724-9912-9f698b2929dc;c9d8200d-9a67-4492-909b-3160756ae468;259b700f-fd2c-422c-85e0-e5011a25c06a	Medium	2000			2000	1adbabea-4b74-4b5a-9169-c5161e16abcd	Medium	N	3/18/2016	3	18	2016	d76f4d12-8c45-4724-9912-9f698b2929dc	Medium	Y	Operation BOYONA	acb6c72c-6d82-4987-945f-c40169dc3a67;e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d;825bc414-15b9-4b4c-bae0-ed70b21ba7cb	Low	5/15/2013	5	15	2013	acb6c72c-6d82-4987-945f-c40169dc3a67;e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d;825bc414-15b9-4b4c-bae0-ed70b21ba7cb	Low	Y									3f560bc4-c103-46f8-9e14-2058814bee66
